Orthogroup	Vicia_faba-Fabales-Fabaceae-Vicia-1.prot	Vicia_faba-Fabales-Fabaceae-Vicia-2.prot
OG0000010	Null	Vfaba.Hedin2.R1.1g313960.1, Vfaba.Hedin2.R1.2g136440.1, Vfaba.Hedin2.R1.3g031680.1, Vfaba.Hedin2.R1.3g031720.1, Vfaba.Hedin2.R1.3g158720.1, Vfaba.Hedin2.R1.4g132200.1, Vfaba.Hedin2.R1.4g179720.1, Vfaba.Hedin2.R1.Ung006240.1, Vfaba.Hedin2.R1.Ung008080.1, Vfaba.Hedin2.R1.Ung008480.1, Vfaba.Hedin2.R1.Ung012280.1, Vfaba.Hedin2.R1.Ung014640.1, Vfaba.Hedin2.R1.Ung019840.1, Vfaba.Hedin2.R1.Ung022480.1, Vfaba.Hedin2.R1.Ung022760.1, Vfaba.Hedin2.R1.Ung032240.1, Vfaba.Hedin2.R1.Ung042760.1, Vfaba.Hedin2.R1.Ung060360.1, Vfaba.Hedin2.R1.Ung066960.1, Vfaba.Hedin2.R1.Ung076080.1, Vfaba.Hedin2.R1.Ung076320.1, Vfaba.Hedin2.R1.Ung078400.1, Vfaba.Hedin2.R1.Ung085440.1, Vfaba.Hedin2.R1.Ung096200.1, Vfaba.Hedin2.R1.Ung098280.1, Vfaba.Hedin2.R1.Ung099240.1, Vfaba.Hedin2.R1.Ung101000.1, Vfaba.Hedin2.R1.Ung101000.3, Vfaba.Hedin2.R1.Ung106120.1, Vfaba.Hedin2.R1.Ung110800.1
OG0000011	Vfaba.Tiffany.R1.1g121520.1, Vfaba.Tiffany.R1.1g186560.1, Vfaba.Tiffany.R1.1g298520.1, Vfaba.Tiffany.R1.2g050720.1, Vfaba.Tiffany.R1.2g140560.1, Vfaba.Tiffany.R1.3g060240.1, Vfaba.Tiffany.R1.3g121000.1, Vfaba.Tiffany.R1.3g177880.1, Vfaba.Tiffany.R1.4g105800.1, Vfaba.Tiffany.R1.5g052720.1, Vfaba.Tiffany.R1.5g090200.1, Vfaba.Tiffany.R1.6g051840.1, Vfaba.Tiffany.R1.6g104440.1, Vfaba.Tiffany.R1.6g109720.1	Vfaba.Hedin2.R1.1g033680.1, Vfaba.Hedin2.R1.1g180760.1, Vfaba.Hedin2.R1.1g193360.1, Vfaba.Hedin2.R1.1g353960.1, Vfaba.Hedin2.R1.2g151880.1, Vfaba.Hedin2.R1.2g206960.1, Vfaba.Hedin2.R1.3g111320.1, Vfaba.Hedin2.R1.4g053360.1, Vfaba.Hedin2.R1.4g094240.1, Vfaba.Hedin2.R1.4g134720.1, Vfaba.Hedin2.R1.4g199720.1, Vfaba.Hedin2.R1.4g200000.1, Vfaba.Hedin2.R1.5g110960.1, Vfaba.Hedin2.R1.5g117280.1, Vfaba.Hedin2.R1.Ung062560.1
OG0000012	Vfaba.Tiffany.R1.1g091440.1, Vfaba.Tiffany.R1.1g135000.1, Vfaba.Tiffany.R1.1g135480.1, Vfaba.Tiffany.R1.1g152920.1, Vfaba.Tiffany.R1.1g291000.1, Vfaba.Tiffany.R1.3g022040.1, Vfaba.Tiffany.R1.3g022160.1, Vfaba.Tiffany.R1.3g022280.1, Vfaba.Tiffany.R1.3g022880.1, Vfaba.Tiffany.R1.5g148800.1, Vfaba.Tiffany.R1.Ung039560.1	Vfaba.Hedin2.R1.1g380840.1, Vfaba.Hedin2.R1.2g136040.1, Vfaba.Hedin2.R1.4g058600.1, Vfaba.Hedin2.R1.Ung008400.1, Vfaba.Hedin2.R1.Ung012440.1, Vfaba.Hedin2.R1.Ung014480.1, Vfaba.Hedin2.R1.Ung018040.1, Vfaba.Hedin2.R1.Ung039960.1, Vfaba.Hedin2.R1.Ung060440.1, Vfaba.Hedin2.R1.Ung077760.1, Vfaba.Hedin2.R1.Ung084080.1, Vfaba.Hedin2.R1.Ung092600.1, Vfaba.Hedin2.R1.Ung093520.1, Vfaba.Hedin2.R1.Ung101160.1, Vfaba.Hedin2.R1.Ung104240.1, Vfaba.Hedin2.R1.Ung110240.1, Vfaba.Hedin2.R1.Ung111440.1, Vfaba.Hedin2.R1.Ung119000.1
OG0000013	Vfaba.Tiffany.R1.1g050640.1, Vfaba.Tiffany.R1.1g134960.1, Vfaba.Tiffany.R1.1g135440.1, Vfaba.Tiffany.R1.1g147680.1, Vfaba.Tiffany.R1.1g152840.1, Vfaba.Tiffany.R1.1g186440.1, Vfaba.Tiffany.R1.1g186480.1, Vfaba.Tiffany.R1.3g022000.1, Vfaba.Tiffany.R1.3g022360.1, Vfaba.Tiffany.R1.3g022840.1, Vfaba.Tiffany.R1.3g041600.1, Vfaba.Tiffany.R1.4g008840.1, Vfaba.Tiffany.R1.4g157760.1	Vfaba.Hedin2.R1.2g136480.1, Vfaba.Hedin2.R1.4g179440.1, Vfaba.Hedin2.R1.Ung008000.1, Vfaba.Hedin2.R1.Ung012360.1, Vfaba.Hedin2.R1.Ung012840.1, Vfaba.Hedin2.R1.Ung017960.1, Vfaba.Hedin2.R1.Ung022840.1, Vfaba.Hedin2.R1.Ung031800.1, Vfaba.Hedin2.R1.Ung078320.1, Vfaba.Hedin2.R1.Ung098200.1, Vfaba.Hedin2.R1.Ung101040.1, Vfaba.Hedin2.R1.Ung104160.1, Vfaba.Hedin2.R1.Ung105080.1, Vfaba.Hedin2.R1.Ung112840.1, Vfaba.Hedin2.R1.Ung114200.1
OG0000014	Vfaba.Tiffany.R1.1g050760.1, Vfaba.Tiffany.R1.1g153000.1, Vfaba.Tiffany.R1.2g190600.1, Vfaba.Tiffany.R1.3g022080.1, Vfaba.Tiffany.R1.3g022120.1, Vfaba.Tiffany.R1.3g022200.1, Vfaba.Tiffany.R1.3g022240.1, Vfaba.Tiffany.R1.3g177160.1, Vfaba.Tiffany.R1.4g157840.1, Vfaba.Tiffany.R1.Ung039640.1	Vfaba.Hedin2.R1.1g380680.1, Vfaba.Hedin2.R1.2g102800.1, Vfaba.Hedin2.R1.2g178240.1, Vfaba.Hedin2.R1.4g179640.1, Vfaba.Hedin2.R1.Ung008320.1, Vfaba.Hedin2.R1.Ung018120.1, Vfaba.Hedin2.R1.Ung018640.1, Vfaba.Hedin2.R1.Ung019800.1, Vfaba.Hedin2.R1.Ung042640.1, Vfaba.Hedin2.R1.Ung075040.1, Vfaba.Hedin2.R1.Ung078200.1, Vfaba.Hedin2.R1.Ung099000.1, Vfaba.Hedin2.R1.Ung101200.1, Vfaba.Hedin2.R1.Ung104960.1, Vfaba.Hedin2.R1.Ung105880.1, Vfaba.Hedin2.R1.Ung110320.1, Vfaba.Hedin2.R1.Ung111360.1, Vfaba.Hedin2.R1.Ung113400.1
OG0000015	Vfaba.Tiffany.R1.1g134920.1, Vfaba.Tiffany.R1.1g135400.1, Vfaba.Tiffany.R1.1g152800.1, Vfaba.Tiffany.R1.1g289880.1, Vfaba.Tiffany.R1.3g021960.1, Vfaba.Tiffany.R1.3g022400.1, Vfaba.Tiffany.R1.3g024440.1, Vfaba.Tiffany.R1.3g041640.1, Vfaba.Tiffany.R1.4g008880.1	Vfaba.Hedin2.R1.1g314000.1, Vfaba.Hedin2.R1.4g179480.1, Vfaba.Hedin2.R1.Ung008040.1, Vfaba.Hedin2.R1.Ung012320.1, Vfaba.Hedin2.R1.Ung014600.1, Vfaba.Hedin2.R1.Ung017920.1, Vfaba.Hedin2.R1.Ung022800.1, Vfaba.Hedin2.R1.Ung031840.1, Vfaba.Hedin2.R1.Ung040080.1, Vfaba.Hedin2.R1.Ung066920.1, Vfaba.Hedin2.R1.Ung076040.1, Vfaba.Hedin2.R1.Ung078360.1, Vfaba.Hedin2.R1.Ung096240.1, Vfaba.Hedin2.R1.Ung098040.1, Vfaba.Hedin2.R1.Ung098240.1, Vfaba.Hedin2.R1.Ung105120.1, Vfaba.Hedin2.R1.Ung112800.1, Vfaba.Hedin2.R1.Ung114240.1
OG0000016	Vfaba.Tiffany.R1.4g031840.1, Vfaba.Tiffany.R1.4g031880.1, Vfaba.Tiffany.R1.4g031920.1, Vfaba.Tiffany.R1.4g031960.1, Vfaba.Tiffany.R1.4g032000.1, Vfaba.Tiffany.R1.4g032040.1, Vfaba.Tiffany.R1.4g032080.1, Vfaba.Tiffany.R1.4g032120.1, Vfaba.Tiffany.R1.4g032160.1, Vfaba.Tiffany.R1.4g032200.1, Vfaba.Tiffany.R1.4g032240.1, Vfaba.Tiffany.R1.4g032280.1, Vfaba.Tiffany.R1.4g032320.1, Vfaba.Tiffany.R1.4g032360.1, Vfaba.Tiffany.R1.4g032400.1, Vfaba.Tiffany.R1.4g032440.1, Vfaba.Tiffany.R1.4g032480.1, Vfaba.Tiffany.R1.4g032520.1, Vfaba.Tiffany.R1.4g032560.1, Vfaba.Tiffany.R1.4g032600.1, Vfaba.Tiffany.R1.4g032640.1, Vfaba.Tiffany.R1.4g032680.1, Vfaba.Tiffany.R1.4g032760.1, Vfaba.Tiffany.R1.4g032800.1, Vfaba.Tiffany.R1.4g032840.1, Vfaba.Tiffany.R1.4g032880.1, Vfaba.Tiffany.R1.4g032920.1	
OG0000017	Vfaba.Tiffany.R1.1g047120.1, Vfaba.Tiffany.R1.1g079920.1, Vfaba.Tiffany.R1.1g197840.1, Vfaba.Tiffany.R1.1g207520.1, Vfaba.Tiffany.R1.1g224360.1, Vfaba.Tiffany.R1.1g365920.1, Vfaba.Tiffany.R1.1g373200.1, Vfaba.Tiffany.R1.2g036920.1, Vfaba.Tiffany.R1.2g208680.1, Vfaba.Tiffany.R1.3g070560.1, Vfaba.Tiffany.R1.3g174400.4, Vfaba.Tiffany.R1.4g042280.1, Vfaba.Tiffany.R1.4g139760.1, Vfaba.Tiffany.R1.4g145440.1	Vfaba.Hedin2.R1.1g420720.1, Vfaba.Hedin2.R1.2g044920.1, Vfaba.Hedin2.R1.2g085840.1, Vfaba.Hedin2.R1.2g113200.1, Vfaba.Hedin2.R1.2g141320.1, Vfaba.Hedin2.R1.2g267320.1, Vfaba.Hedin2.R1.2g272720.1, Vfaba.Hedin2.R1.3g212280.1, Vfaba.Hedin2.R1.4g191480.1, Vfaba.Hedin2.R1.6g015520.1, Vfaba.Hedin2.R1.Ung019760.1, Vfaba.Hedin2.R1.Ung049120.1
OG0000018	Vfaba.Tiffany.R1.1g152880.1, Vfaba.Tiffany.R1.1g259240.1, Vfaba.Tiffany.R1.3g024880.1, Vfaba.Tiffany.R1.3g041560.1	Vfaba.Hedin2.R1.1g380760.1, Vfaba.Hedin2.R1.2g136000.1, Vfaba.Hedin2.R1.2g136520.1, Vfaba.Hedin2.R1.4g179400.1, Vfaba.Hedin2.R1.Ung006160.1, Vfaba.Hedin2.R1.Ung008440.1, Vfaba.Hedin2.R1.Ung014560.1, Vfaba.Hedin2.R1.Ung022880.1, Vfaba.Hedin2.R1.Ung031760.1, Vfaba.Hedin2.R1.Ung032200.1, Vfaba.Hedin2.R1.Ung040000.1, Vfaba.Hedin2.R1.Ung042720.1, Vfaba.Hedin2.R1.Ung076000.1, Vfaba.Hedin2.R1.Ung076280.1, Vfaba.Hedin2.R1.Ung078280.1, Vfaba.Hedin2.R1.Ung078560.1, Vfaba.Hedin2.R1.Ung098160.1, Vfaba.Hedin2.R1.Ung101080.1, Vfaba.Hedin2.R1.Ung103800.1, Vfaba.Hedin2.R1.Ung105040.1, Vfaba.Hedin2.R1.Ung110160.1, Vfaba.Hedin2.R1.Ung114160.1
OG0000019	Vfaba.Tiffany.R1.1g377280.1, Vfaba.Tiffany.R1.1g377320.1, Vfaba.Tiffany.R1.Ung000480.1, Vfaba.Tiffany.R1.Ung000520.1, Vfaba.Tiffany.R1.Ung000560.1, Vfaba.Tiffany.R1.Ung000600.1, Vfaba.Tiffany.R1.Ung000640.1, Vfaba.Tiffany.R1.Ung000680.1, Vfaba.Tiffany.R1.Ung000720.1, Vfaba.Tiffany.R1.Ung000760.1, Vfaba.Tiffany.R1.Ung000800.1	Vfaba.Hedin2.R1.1g045960.1, Vfaba.Hedin2.R1.1g460480.1, Vfaba.Hedin2.R1.1g460520.1, Vfaba.Hedin2.R1.Ung001120.1, Vfaba.Hedin2.R1.Ung001160.1, Vfaba.Hedin2.R1.Ung001200.1, Vfaba.Hedin2.R1.Ung001240.1, Vfaba.Hedin2.R1.Ung001280.1, Vfaba.Hedin2.R1.Ung001320.1, Vfaba.Hedin2.R1.Ung001360.1, Vfaba.Hedin2.R1.Ung001400.1, Vfaba.Hedin2.R1.Ung001440.1, Vfaba.Hedin2.R1.Ung118240.1, Vfaba.Hedin2.R1.Ung118280.1, Vfaba.Hedin2.R1.Ung118320.1
OG0000020	Vfaba.Tiffany.R1.1g386880.1, Vfaba.Tiffany.R1.1g386920.1, Vfaba.Tiffany.R1.1g395760.1, Vfaba.Tiffany.R1.1g395800.1, Vfaba.Tiffany.R1.1g395840.1, Vfaba.Tiffany.R1.1g395880.1, Vfaba.Tiffany.R1.1g395920.1, Vfaba.Tiffany.R1.1g395960.1, Vfaba.Tiffany.R1.1g396000.1, Vfaba.Tiffany.R1.1g396040.1, Vfaba.Tiffany.R1.1g396080.1, Vfaba.Tiffany.R1.1g396120.1, Vfaba.Tiffany.R1.1g396160.1, Vfaba.Tiffany.R1.1g396240.1, Vfaba.Tiffany.R1.1g396280.1, Vfaba.Tiffany.R1.1g396320.1, Vfaba.Tiffany.R1.1g396400.1, Vfaba.Tiffany.R1.1g396440.1, Vfaba.Tiffany.R1.1g396480.1, Vfaba.Tiffany.R1.1g396520.1, Vfaba.Tiffany.R1.1g396560.1, Vfaba.Tiffany.R1.1g396600.1, Vfaba.Tiffany.R1.1g396640.1, Vfaba.Tiffany.R1.1g396680.1, Vfaba.Tiffany.R1.1g396720.1	Vfaba.Hedin2.R1.Ung011760.1
OG0000021	Vfaba.Tiffany.R1.1g017320.1, Vfaba.Tiffany.R1.1g104200.1, Vfaba.Tiffany.R1.1g161400.1, Vfaba.Tiffany.R1.3g028920.1, Vfaba.Tiffany.R1.3g099440.1, Vfaba.Tiffany.R1.4g009880.1, Vfaba.Tiffany.R1.4g039880.1, Vfaba.Tiffany.R1.4g053720.2, Vfaba.Tiffany.R1.4g053800.1, Vfaba.Tiffany.R1.5g104160.1, Vfaba.Tiffany.R1.Ung017640.1, Vfaba.Tiffany.R1.Ung018360.1, Vfaba.Tiffany.R1.Ung018440.1	Vfaba.Hedin2.R1.1g090000.1, Vfaba.Hedin2.R1.1g136720.1, Vfaba.Hedin2.R1.3g166920.1, Vfaba.Hedin2.R1.4g010760.1, Vfaba.Hedin2.R1.4g051080.1, Vfaba.Hedin2.R1.4g068880.1, Vfaba.Hedin2.R1.4g068960.1, Vfaba.Hedin2.R1.4g069040.2, Vfaba.Hedin2.R1.5g035040.1, Vfaba.Hedin2.R1.Ung055840.1, Vfaba.Hedin2.R1.Ung055920.1, Vfaba.Hedin2.R1.Ung090040.1
OG0000022	Vfaba.Tiffany.R1.1g153120.1, Vfaba.Tiffany.R1.1g157680.1, Vfaba.Tiffany.R1.1g170720.1, Vfaba.Tiffany.R1.1g178000.1, Vfaba.Tiffany.R1.2g024200.1, Vfaba.Tiffany.R1.2g057000.1, Vfaba.Tiffany.R1.3g022960.1, Vfaba.Tiffany.R1.3g177040.1, Vfaba.Tiffany.R1.4g079920.1, Vfaba.Tiffany.R1.4g124200.1, Vfaba.Tiffany.R1.4g156800.1, Vfaba.Tiffany.R1.4g158000.1, Vfaba.Tiffany.R1.5g116680.1	Vfaba.Hedin2.R1.1g216080.1, Vfaba.Hedin2.R1.1g314200.1, Vfaba.Hedin2.R1.1g380560.1, Vfaba.Hedin2.R1.2g030240.1, Vfaba.Hedin2.R1.5g073080.1, Vfaba.Hedin2.R1.Ung014400.1, Vfaba.Hedin2.R1.Ung018240.1, Vfaba.Hedin2.R1.Ung020400.1, Vfaba.Hedin2.R1.Ung092680.1, Vfaba.Hedin2.R1.Ung112920.1, Vfaba.Hedin2.R1.Ung114040.1, Vfaba.Hedin2.R1.Ung115160.1
OG0000023	Vfaba.Tiffany.R1.6g118680.1	Vfaba.Hedin2.R1.1g101520.1, Vfaba.Hedin2.R1.1g193520.1, Vfaba.Hedin2.R1.1g376000.1, Vfaba.Hedin2.R1.1g383880.1, Vfaba.Hedin2.R1.1g419640.1, Vfaba.Hedin2.R1.2g183200.1, Vfaba.Hedin2.R1.2g194600.1, Vfaba.Hedin2.R1.2g254360.1, Vfaba.Hedin2.R1.3g017000.1, Vfaba.Hedin2.R1.3g017000.2, Vfaba.Hedin2.R1.3g135040.1, Vfaba.Hedin2.R1.3g141760.1, Vfaba.Hedin2.R1.3g141920.1, Vfaba.Hedin2.R1.4g124440.1, Vfaba.Hedin2.R1.4g158600.1, Vfaba.Hedin2.R1.4g204520.1, Vfaba.Hedin2.R1.4g204520.2, Vfaba.Hedin2.R1.5g093880.1, Vfaba.Hedin2.R1.6g026480.1, Vfaba.Hedin2.R1.6g026480.2, Vfaba.Hedin2.R1.6g059560.1, Vfaba.Hedin2.R1.6g068880.1, Vfaba.Hedin2.R1.6g155760.1, Vfaba.Hedin2.R1.6g192840.1
OG0000024	Null	Vfaba.Hedin2.R1.1g035080.1, Vfaba.Hedin2.R1.1g035800.1, Vfaba.Hedin2.R1.1g035840.1, Vfaba.Hedin2.R1.1g035880.1, Vfaba.Hedin2.R1.1g035920.1, Vfaba.Hedin2.R1.1g036000.1, Vfaba.Hedin2.R1.1g036040.1, Vfaba.Hedin2.R1.1g036080.1, Vfaba.Hedin2.R1.1g036320.1, Vfaba.Hedin2.R1.1g056800.1, Vfaba.Hedin2.R1.1g056840.1, Vfaba.Hedin2.R1.1g056880.1, Vfaba.Hedin2.R1.1g056960.1, Vfaba.Hedin2.R1.1g057040.1, Vfaba.Hedin2.R1.1g061960.1, Vfaba.Hedin2.R1.1g062000.1, Vfaba.Hedin2.R1.2g065720.1, Vfaba.Hedin2.R1.2g147120.1, Vfaba.Hedin2.R1.4g189880.1, Vfaba.Hedin2.R1.6g080840.1, Vfaba.Hedin2.R1.6g080880.1, Vfaba.Hedin2.R1.6g080920.1, Vfaba.Hedin2.R1.6g080960.1, Vfaba.Hedin2.R1.6g081000.1, Vfaba.Hedin2.R1.6g109680.1
OG0000025	Vfaba.Tiffany.R1.1g134840.1, Vfaba.Tiffany.R1.1g135360.1, Vfaba.Tiffany.R1.1g157280.1, Vfaba.Tiffany.R1.1g170560.3, Vfaba.Tiffany.R1.3g020080.1, Vfaba.Tiffany.R1.3g189880.2, Vfaba.Tiffany.R1.4g080160.2, Vfaba.Tiffany.R1.5g039320.1, Vfaba.Tiffany.R1.5g134400.3, Vfaba.Tiffany.R1.6g047360.1	Vfaba.Hedin2.R1.1g011520.1, Vfaba.Hedin2.R1.3g232720.2, Vfaba.Hedin2.R1.4g179760.1, Vfaba.Hedin2.R1.5g141240.1, Vfaba.Hedin2.R1.5g165560.1, Vfaba.Hedin2.R1.Ung005720.1, Vfaba.Hedin2.R1.Ung020520.1, Vfaba.Hedin2.R1.Ung065520.3, Vfaba.Hedin2.R1.Ung093600.1, Vfaba.Hedin2.R1.Ung100880.1, Vfaba.Hedin2.R1.Ung101440.1, Vfaba.Hedin2.R1.Ung111320.1, Vfaba.Hedin2.R1.Ung114880.2, Vfaba.Hedin2.R1.Ung116080.3
OG0000026	Vfaba.Tiffany.R1.1g135200.1, Vfaba.Tiffany.R1.1g157720.1, Vfaba.Tiffany.R1.1g170760.1, Vfaba.Tiffany.R1.1g177960.1, Vfaba.Tiffany.R1.1g259200.1, Vfaba.Tiffany.R1.3g023000.1, Vfaba.Tiffany.R1.3g177000.1, Vfaba.Tiffany.R1.4g079960.1, Vfaba.Tiffany.R1.4g156840.1, Vfaba.Tiffany.R1.4g158040.1, Vfaba.Tiffany.R1.5g116640.1, Vfaba.Tiffany.R1.5g151320.1, Vfaba.Tiffany.R1.Ung032640.1	Vfaba.Hedin2.R1.1g216120.1, Vfaba.Hedin2.R1.1g314160.1, Vfaba.Hedin2.R1.1g380520.1, Vfaba.Hedin2.R1.2g102880.1, Vfaba.Hedin2.R1.5g073040.1, Vfaba.Hedin2.R1.Ung018280.1, Vfaba.Hedin2.R1.Ung077800.1, Vfaba.Hedin2.R1.Ung100200.1, Vfaba.Hedin2.R1.Ung102240.1, Vfaba.Hedin2.R1.Ung112960.1, Vfaba.Hedin2.R1.Ung115200.1
OG0000027	Vfaba.Tiffany.R1.1g100480.1, Vfaba.Tiffany.R1.1g180400.1, Vfaba.Tiffany.R1.1g181560.1, Vfaba.Tiffany.R1.1g200960.1, Vfaba.Tiffany.R1.1g221800.1, Vfaba.Tiffany.R1.1g268360.1, Vfaba.Tiffany.R1.1g270240.1, Vfaba.Tiffany.R1.1g300880.1, Vfaba.Tiffany.R1.2g010640.1, Vfaba.Tiffany.R1.2g055600.1, Vfaba.Tiffany.R1.2g073200.1, Vfaba.Tiffany.R1.2g150160.1, Vfaba.Tiffany.R1.3g028120.1, Vfaba.Tiffany.R1.4g030240.1, Vfaba.Tiffany.R1.4g104920.1, Vfaba.Tiffany.R1.6g051960.1	Vfaba.Hedin2.R1.1g004240.1, Vfaba.Hedin2.R1.2g012800.1, Vfaba.Hedin2.R1.2g137960.1, Vfaba.Hedin2.R1.2g168880.1, Vfaba.Hedin2.R1.2g185960.1, Vfaba.Hedin2.R1.3g061920.1, Vfaba.Hedin2.R1.4g039400.1, Vfaba.Hedin2.R1.4g148240.1
OG0000028	Vfaba.Tiffany.R1.1g050720.1, Vfaba.Tiffany.R1.1g091400.1, Vfaba.Tiffany.R1.1g152960.1, Vfaba.Tiffany.R1.1g290960.1, Vfaba.Tiffany.R1.Ung039600.1	Vfaba.Hedin2.R1.1g011800.1, Vfaba.Hedin2.R1.1g380720.1, Vfaba.Hedin2.R1.1g380880.1, Vfaba.Hedin2.R1.4g179680.1, Vfaba.Hedin2.R1.4g186360.1, Vfaba.Hedin2.R1.Ung008360.1, Vfaba.Hedin2.R1.Ung014440.1, Vfaba.Hedin2.R1.Ung018080.1, Vfaba.Hedin2.R1.Ung023000.1, Vfaba.Hedin2.R1.Ung039920.1, Vfaba.Hedin2.R1.Ung078240.1, Vfaba.Hedin2.R1.Ung092640.1, Vfaba.Hedin2.R1.Ung099040.1, Vfaba.Hedin2.R1.Ung104280.1, Vfaba.Hedin2.R1.Ung105000.1, Vfaba.Hedin2.R1.Ung105920.1, Vfaba.Hedin2.R1.Ung110280.1, Vfaba.Hedin2.R1.Ung111400.1, Vfaba.Hedin2.R1.Ung119040.1
OG0000029	Vfaba.Tiffany.R1.1g311200.1, Vfaba.Tiffany.R1.1g311280.1, Vfaba.Tiffany.R1.1g311320.1, Vfaba.Tiffany.R1.1g321120.1, Vfaba.Tiffany.R1.1g321160.1, Vfaba.Tiffany.R1.1g321200.1, Vfaba.Tiffany.R1.1g321240.1, Vfaba.Tiffany.R1.1g321280.1, Vfaba.Tiffany.R1.1g321320.1, Vfaba.Tiffany.R1.1g321360.1, Vfaba.Tiffany.R1.2g088000.1, Vfaba.Tiffany.R1.2g088040.1, Vfaba.Tiffany.R1.Ung004680.1	Vfaba.Hedin2.R1.1g381640.1, Vfaba.Hedin2.R1.1g381720.1, Vfaba.Hedin2.R1.1g381800.1, Vfaba.Hedin2.R1.1g392360.1, Vfaba.Hedin2.R1.1g392400.1, Vfaba.Hedin2.R1.1g392440.1, Vfaba.Hedin2.R1.1g392480.1, Vfaba.Hedin2.R1.2g106880.1, Vfaba.Hedin2.R1.2g106920.1, Vfaba.Hedin2.R1.6g130080.1, Vfaba.Hedin2.R1.Ung117800.1
OG0000030	Null	Vfaba.Hedin2.R1.1g335360.1, Vfaba.Hedin2.R1.1g402720.1, Vfaba.Hedin2.R1.1g447200.1, Vfaba.Hedin2.R1.1g451800.1, Vfaba.Hedin2.R1.2g010800.1, Vfaba.Hedin2.R1.2g149800.1, Vfaba.Hedin2.R1.3g101240.1, Vfaba.Hedin2.R1.3g152120.1, Vfaba.Hedin2.R1.4g016240.1, Vfaba.Hedin2.R1.4g068560.1, Vfaba.Hedin2.R1.4g068560.2, Vfaba.Hedin2.R1.4g068560.3, Vfaba.Hedin2.R1.4g068560.4, Vfaba.Hedin2.R1.4g068600.1, Vfaba.Hedin2.R1.4g112600.1, Vfaba.Hedin2.R1.4g112600.2, Vfaba.Hedin2.R1.5g111760.1, Vfaba.Hedin2.R1.5g132520.1, Vfaba.Hedin2.R1.5g175240.1, Vfaba.Hedin2.R1.6g106200.1, Vfaba.Hedin2.R1.6g150640.1, Vfaba.Hedin2.R1.6g155080.1, Vfaba.Hedin2.R1.6g186000.1, Vfaba.Hedin2.R1.Ung103680.1
OG0000031	Vfaba.Tiffany.R1.1g030720.1, Vfaba.Tiffany.R1.1g107720.1, Vfaba.Tiffany.R1.1g159760.1, Vfaba.Tiffany.R1.1g163880.1, Vfaba.Tiffany.R1.1g186520.1, Vfaba.Tiffany.R1.1g254040.1, Vfaba.Tiffany.R1.1g298440.1, Vfaba.Tiffany.R1.1g298480.1, Vfaba.Tiffany.R1.1g367360.1, Vfaba.Tiffany.R1.1g382000.1, Vfaba.Tiffany.R1.2g071400.1, Vfaba.Tiffany.R1.2g154840.1, Vfaba.Tiffany.R1.2g164680.1, Vfaba.Tiffany.R1.3g131160.1, Vfaba.Tiffany.R1.3g149680.1, Vfaba.Tiffany.R1.3g167120.1, Vfaba.Tiffany.R1.3g177840.1, Vfaba.Tiffany.R1.3g186640.1, Vfaba.Tiffany.R1.4g028400.1, Vfaba.Tiffany.R1.4g069320.1, Vfaba.Tiffany.R1.5g037880.1, Vfaba.Tiffany.R1.6g051760.1, Vfaba.Tiffany.R1.6g068480.1	
OG0000032	Vfaba.Tiffany.R1.1g135600.1, Vfaba.Tiffany.R1.1g170320.1, Vfaba.Tiffany.R1.1g170680.1, Vfaba.Tiffany.R1.1g170920.1, Vfaba.Tiffany.R1.1g171360.1, Vfaba.Tiffany.R1.2g057040.1, Vfaba.Tiffany.R1.3g022920.1, Vfaba.Tiffany.R1.4g079880.1, Vfaba.Tiffany.R1.4g156760.1, Vfaba.Tiffany.R1.4g157960.1, Vfaba.Tiffany.R1.5g116720.1	Vfaba.Hedin2.R1.1g314240.1, Vfaba.Hedin2.R1.1g381000.2, Vfaba.Hedin2.R1.4g179520.1, Vfaba.Hedin2.R1.5g073120.1, Vfaba.Hedin2.R1.Ung006000.1, Vfaba.Hedin2.R1.Ung012560.1, Vfaba.Hedin2.R1.Ung020440.1, Vfaba.Hedin2.R1.Ung075080.1, Vfaba.Hedin2.R1.Ung078120.1, Vfaba.Hedin2.R1.Ung105760.1, Vfaba.Hedin2.R1.Ung111200.1, Vfaba.Hedin2.R1.Ung115120.1
OG0000033	Vfaba.Tiffany.R1.1g209160.1, Vfaba.Tiffany.R1.1g272240.1, Vfaba.Tiffany.R1.1g272280.1, Vfaba.Tiffany.R1.1g272320.1, Vfaba.Tiffany.R1.2g013880.1, Vfaba.Tiffany.R1.2g013920.1, Vfaba.Tiffany.R1.2g013960.1, Vfaba.Tiffany.R1.2g014000.1, Vfaba.Tiffany.R1.2g014080.1, Vfaba.Tiffany.R1.2g132400.1, Vfaba.Tiffany.R1.2g132440.1, Vfaba.Tiffany.R1.2g132480.1, Vfaba.Tiffany.R1.2g132520.1, Vfaba.Tiffany.R1.2g132560.1, Vfaba.Tiffany.R1.2g132600.1, Vfaba.Tiffany.R1.2g132640.1, Vfaba.Tiffany.R1.2g132680.1, Vfaba.Tiffany.R1.2g132720.1, Vfaba.Tiffany.R1.2g132760.1, Vfaba.Tiffany.R1.2g132800.1, Vfaba.Tiffany.R1.2g132840.1, Vfaba.Tiffany.R1.2g132880.1, Vfaba.Tiffany.R1.2g132920.1	
